 132 , 11 , 19 , 10 ,"100003","1A7","216","A7","0 ","0 ","0 ","-10","0 ","1 ","0 ","+ ","0 ","- ","L ","- ","0 ","3001","FWHV"
  -0.08025   0.03118   0.23696  -0.00078  -0.00007  -0.00216   258.85  -4.00   0.00    -2.5737
   0.32355   0.02898   0.24479   0.00038  -0.00005  -0.00428   257.37   0.00   0.00    11.1648
   0.51902   0.03279   0.20172   0.00128  -0.00033  -0.00547   257.12   2.00   0.00    15.8281
   0.69407   0.03929   0.16587   0.00268  -0.00049  -0.00555   256.28   4.00   0.00    17.6653
   0.87113   0.04914   0.12753   0.00308  -0.00057  -0.00602   256.48   6.00   0.00    17.7288
   1.04558   0.06162   0.07230   0.00300  -0.00075  -0.00753   255.65   8.00   0.00    16.9693
   1.20732   0.07701   0.00658   0.00285  -0.00067  -0.00645   255.12  10.00   0.00    15.6773
   1.35367   0.09339  -0.05736   0.00347  -0.00082  -0.00556   254.41  12.00   0.00    14.4947
   1.44190   0.12359  -0.14728   0.00216  -0.00045  -0.01090   253.68  14.00   0.00    11.6673
   1.45072   0.14663  -0.20190   0.00319  -0.00128  -0.01176   253.79  15.00   0.00     9.8937
   1.43412   0.17245  -0.24635   0.00491  -0.00193  -0.00823   253.42  16.00   0.00     8.3159
0.31415   1.4510  0.09674  0.03082  0.02922  0.24393 -0.09392 -0.00925  -3.2475  14.8210  17.8103

